lemme;upos;freqlemfilms;freqlemlivres
crémone;NOM;0,00;0,34
créneler;VER;0,00;0,47
crénelé;ADJ;0,00;1,15
créosoter;VER;0,00;0,07
crépin;NOM;0,00;0,07
crépine;NOM;0,00;0,07
crépinette;NOM;0,00;0,14
crépissage;NOM;0,00;0,07
créquier;NOM;0,00;0,07
crésylé;ADJ;0,00;0,07
crételle;NOM;0,00;0,14
crétinisant;ADJ;0,00;0,07
crétinisation;NOM;0,00;0,07
crétois;NOM;0,00;0,74
crêpeler;VER;0,00;0,07
crêpelure;NOM;0,00;0,14
crêpelé;ADJ;0,00;0,20
crêter;VER;0,00;0,74
crêté;ADJ;0,00;0,20
cuadrilla;NOM;0,00;0,74
cubitière;NOM;0,00;0,14
cuilleron;NOM;0,00;0,07
cuirassement;NOM;0,00;0,07
cuisinette;NOM;0,00;0,14
cuisse-madame;NOM;0,00;0,07
cuissette;NOM;0,00;0,14
cuistance;NOM;0,00;1,96
cuistrerie;NOM;0,00;0,34
cul-de-four;NOM;0,00;0,20
cul-de-plomb;NOM;0,00;0,07
cul-de-poule;NOM;0,00;0,14
culbutage;NOM;0,00;0,07
culminance;NOM;0,00;0,07
culottier;NOM;0,00;0,41
culs-de-basse-fosse;NOM;0,00;0,27
culturalisme;NOM;0,00;0,07
culée;NOM;0,00;0,07
cumulation;NOM;0,00;0,07
cunnilinctus;NOM;0,00;0,07
cupidement;ADV;0,00;0,07
cupressus;NOM;0,00;0,27
cuprifère;ADJ;0,00;0,07
cuprique;ADJ;0,00;0,07
curage;NOM;0,00;0,07
curaille;NOM;0,00;0,07
curarisant;ADJ;0,00;0,07
curcuma;NOM;0,00;0,07
curial;ADJ;0,00;0,27
curvimètre;NOM;0,00;0,07
custode;NOM;0,00;0,14
cuti-réaction;NOM;0,00;0,07
cuveau;NOM;0,00;0,34
cuvier;NOM;0,00;0,20
cycler;VER;0,00;0,07
cyclo-cross;NOM;0,00;0,07
cyclopousse;NOM;0,00;0,07
cyclostome;NOM;0,00;0,07
cycloïdal;ADJ;0,00;0,07
cymbalum;NOM;0,00;0,14
cyme;NOM;0,00;0,07
cyniquement;ADV;0,00;0,74
cyno;NOM;0,00;0,07
cynégétique;ADJ;0,00;0,27
cynégétique;NOM;0,00;0,07
cyprin;NOM;0,00;1,82
cyprinidé;NOM;0,00;0,14
cypriote;ADJ;0,00;0,14
cyrard;NOM;0,00;0,27
cytise;NOM;0,00;0,27
cytologique;ADJ;0,00;0,07
czar;NOM;0,00;0,54
câlinement;ADV;0,00;0,14
câprier;NOM;0,00;0,07
cécidomyie;NOM;0,00;0,07
cédratier;NOM;0,00;0,07
cédulaire;ADJ;0,00;0,14
cégétiste;ADJ;0,00;0,07
cégétiste;NOM;0,00;0,14
célinien;ADJ;0,00;0,14
célérifère;NOM;0,00;0,07
cépée;NOM;0,00;0,20
céruléen;ADJ;0,00;0,74
céruse;NOM;0,00;0,14
cérusé;ADJ;0,00;0,14
céréalier;ADJ;0,00;0,54
cérébralité;NOM;0,00;0,07
cérémoniaire;NOM;0,00;0,07
cétoine;NOM;0,00;0,27
cévadille;NOM;0,00;0,07
cévenol;NOM;0,00;0,07
cézigue;NOM;0,00;3,51
côtes-du-rhône;NOM;0,00;0,47
côtoiement;NOM;0,00;0,07
d'embléee;ADV;0,00;0,07
dabe;NOM;0,00;1,42
dabuche;NOM;0,00;0,54
dace;NOM;0,00;0,27
dache;NOM;0,00;0,27
dacique;ADJ;0,00;0,14
dactyle;NOM;0,00;0,20
daguer;VER;0,00;0,07
daguet;NOM;0,00;0,41
dahoméen;ADJ;0,00;0,07
daine;NOM;0,00;0,07
dakarois;ADJ;0,00;0,14
dakota;ADJ;0,00;0,07
dalaï-lama;NOM;0,00;0,20
dalinien;ADJ;0,00;0,07
dalton;NOM;0,00;0,07
damasquin;ADJ;0,00;0,07
damasquin;NOM;0,00;0,14
damasquinerie;NOM;0,00;0,07
damasquinure;NOM;0,00;0,07
damasquiné;ADJ;0,00;0,27
damasser;VER;0,00;0,20
dameret;NOM;0,00;0,07
dames;NOM;0,00;2,64
danaïde;NOM;0,00;0,07
dandinement;NOM;0,00;0,74
dandysme;NOM;0,00;0,41
dansoter;VER;0,00;0,34
dansotter;VER;0,00;0,07
danubien;ADJ;0,00;0,20
dardillonner;VER;0,00;0,14
darne;NOM;0,00;0,14
darse;NOM;0,00;0,61
dartre;NOM;0,00;0,14
dartreux;ADJ;0,00;0,07
dasein;NOM;0,00;0,07
datable;ADJ;0,00;0,07
dauphinat;NOM;0,00;0,20
daïmio;NOM;0,00;0,14
de amicis;NOM;0,00;0,07
de auditu;ADV;0,00;0,07
debater;NOM;0,00;0,07
decrescendo;ADV;0,00;0,07
della porta;NOM;0,00;0,07
della robbia;NOM;0,00;0,07
demi-barbare;NOM;0,00;0,07
demi-bonheur;NOM;0,00;0,07
demi-botte;NOM;0,00;0,14
demi-brigade;NOM;0,00;0,68
demi-centre;NOM;0,00;0,07
demi-chagrin;NOM;0,00;0,07
demi-clair;NOM;0,00;0,07
demi-clarté;NOM;0,00;0,20
demi-cloison;NOM;0,00;0,20
demi-confidence;NOM;0,00;0,07
demi-conscience;NOM;0,00;0,20
demi-cylindre;NOM;0,00;0,14
demi-deuil;NOM;0,00;0,34
demi-dévêtu;ADJ;0,00;0,14
demi-figure;NOM;0,00;0,07
demi-juif;ADJ;0,00;0,14
demi-liberté;NOM;0,00;0,07
demi-louis;NOM;0,00;0,07
demi-lueur;NOM;0,00;0,07
demi-lumière;NOM;0,00;0,07
demi-luxe;NOM;0,00;0,07
demi-mal;NOM;0,00;0,07
demi-mille;NOM;0,00;0,07
demi-millimètre;NOM;0,00;0,07
demi-mondain;NOM;0,00;0,74
demi-muid;NOM;0,00;0,07
demi-mètre;NOM;0,00;0,54
demi-nu;ADJ;0,00;0,07
demi-obscurité;NOM;0,00;1,96
demi-ouvert;ADJ;0,00;0,07
demi-ouvrier;NOM;0,00;0,07
demi-pension;NOM;0,00;0,41
demi-pensionnaire;NOM;0,00;0,41
demi-personne;ADJ;0,00;0,07
demi-pied;NOM;0,00;0,07
demi-pièce;NOM;0,00;0,07
demi-pointe;NOM;0,00;0,07
demi-porte;NOM;0,00;0,14
demi-pouce;NOM;0,00;0,07
demi-quart;NOM;0,00;0,07
demi-rond;NOM;0,00;0,34
demi-réussite;NOM;0,00;0,14
demi-révérence;NOM;0,00;0,07
demi-rêve;NOM;0,00;0,20
demi-saison;NOM;0,00;0,95
demi-section;NOM;0,00;0,41
demi-somnolence;NOM;0,00;0,14
demi-sourire;NOM;0,00;2,84
demi-succès;NOM;0,00;0,20
demi-suicide;NOM;0,00;0,07
demi-tonneau;NOM;0,00;0,07
demi-vertu;NOM;0,00;0,07
demi-volume;NOM;0,00;0,07
demi-volée;NOM;0,00;0,07
demi-échec;NOM;0,00;0,07
dentellier;ADJ;0,00;0,07
dentellière;NOM;0,00;2,36
denter;VER;0,00;0,20
dermatoglyphe;NOM;0,00;0,07
dermatose;NOM;0,00;0,14
descamisado;NOM;0,00;0,07
descriptible;ADJ;0,00;0,27
desdites;PRE;0,00;0,07
desdits;PRE;0,00;0,20
desquamant;ADJ;0,00;0,07
dessaisissement;NOM;0,00;0,07
dessalé;ADJ;0,00;0,47
dessaper;VER;0,00;0,14
desserre;NOM;0,00;0,07
desservant;ADJ;0,00;0,14
desservant;NOM;0,00;0,20
dessoucher;VER;0,00;0,14
dessuinter;VER;0,00;0,07
destinateur;NOM;0,00;0,14
deuche;NOM;0,00;0,07
deux-chevaux;NOM;0,00;1,22
deux-ponts;NOM;0,00;0,07
devancier;NOM;0,00;0,07
dextre;ADJ;0,00;0,07
dextrement;ADV;0,00;0,14
diaconesse;NOM;0,00;0,20
diaconie;NOM;0,00;0,07
diamanter;VER;0,00;0,20
diamantifère;ADJ;0,00;0,07
diaphragmer;VER;0,00;0,07
diaprer;VER;0,00;0,20
diaprure;NOM;0,00;0,07
diapré;ADJ;0,00;0,41
diaspora;NOM;0,00;0,61
diatonique;ADJ;0,00;0,14
dicastère;NOM;0,00;0,07
dichroïsme;NOM;0,00;0,07
dicible;ADJ;0,00;0,07
dictame;NOM;0,00;0,14
didactique;NOM;0,00;0,14
didactiquement;ADV;0,00;0,07
dieffenbachia;NOM;0,00;0,07
dieppois;ADJ;0,00;0,41
difficultueux;ADJ;0,00;0,07
difformer;VER;0,00;0,07
diffracter;VER;0,00;0,14
diffusant;ADJ;0,00;0,07
différenciable;ADJ;0,00;0,07
digeste;NOM;0,00;0,07
digestible;ADJ;0,00;0,07
digité;ADJ;0,00;0,07
dignus est intrare;ADV;0,00;0,07
dijonnais;ADJ;0,00;0,20
dilapidation;NOM;0,00;0,07
dilatable;ADJ;0,00;0,14
dilection;NOM;0,00;0,54
dilettantisme;NOM;0,00;0,47
dinamitero;NOM;0,00;0,20
dinanderie;NOM;0,00;0,07
dindonner;VER;0,00;0,14
dioclétien;ADJ;0,00;0,14
diodon;NOM;0,00;0,20
dioptre;NOM;0,00;0,07
dioptrie;NOM;0,00;0,14
diphényle;NOM;0,00;0,07
directo;ADV;0,00;0,41
dirimant;ADJ;0,00;0,14
disciple-roi;NOM;0,00;0,07
discographique;ADJ;0,00;0,07
disconvenir;VER;0,00;0,14
discord;NOM;0,00;0,47
discorder;VER;0,00;0,14
discursif;ADJ;0,00;0,07
discutaillerie;NOM;0,00;0,14
discutailleur;ADJ;0,00;0,07
discutailleur;NOM;0,00;0,07
disgracieusement;ADV;0,00;0,07
disjonction;NOM;0,00;0,14
diskette;NOM;0,00;0,81
dispendieusement;ADV;0,00;0,07
dispensateur;ADJ;0,00;0,34
dispensation;NOM;0,00;0,07
dispersant;ADJ;0,00;0,07
disposant;NOM;0,00;0,14
disputeur;NOM;0,00;0,07
dissemblance;NOM;0,00;0,27
dissimulable;ADJ;0,00;0,07
dissonant;ADJ;0,00;0,27
dissymétrique;ADJ;0,00;0,27
distractif;ADJ;0,00;0,07
distributeur;ADJ;0,00;0,14
distributif;ADJ;0,00;0,07
dithyrambe;NOM;0,00;0,34
dito;ADV;0,00;0,34
diurnal;ADJ;0,00;0,07
divagant;ADJ;0,00;0,20
dive;ADJ;0,00;0,20
divertimento;NOM;0,00;0,14
divinateur;ADJ;0,00;0,41
divinisant;ADJ;0,00;0,07
diviniser;VER;0,00;0,41
divisionnisme;NOM;0,00;0,07
dièdre;NOM;0,00;0,41
diérèse;NOM;0,00;0,07
djebel;NOM;0,00;2,84
djemââ;NOM;0,00;0,07
doche;NOM;0,00;0,07
docte;NOM;0,00;0,88
doctement;ADV;0,00;0,54
doctoral;ADJ;0,00;0,81
doctrinaire;NOM;0,00;0,27
doctriner;VER;0,00;0,07
dodiner;VER;0,00;0,07
dodécagone;NOM;0,00;0,07
dodécaphoniste;NOM;0,00;0,07
dogaresse;NOM;0,00;0,14
doguin;NOM;0,00;0,07
doigtier;NOM;0,00;0,20
dolichocéphalie;NOM;0,00;0,07
dolman;NOM;0,00;1,15
dolorisme;NOM;0,00;0,07
doloriste;NOM;0,00;0,07
domanial;ADJ;0,00;0,47
domestiquement;ADV;0,00;0,07
domiciliaire;ADJ;0,00;0,20
domiciliation;NOM;0,00;0,07
domptage;NOM;0,00;0,14
dondaine;NOM;0,00;0,14
donjuanesque;ADJ;0,00;0,47
donjuanisme;NOM;0,00;0,54
donquichottesque;ADJ;0,00;0,20
dorage;NOM;0,00;0,07
dorcade;NOM;0,00;0,07
doreur;NOM;0,00;0,07
dorien;ADJ;0,00;0,14
dormition;NOM;0,00;0,14
dosseret;NOM;0,00;0,07
dossière;NOM;0,00;0,27
dostoïevskien;ADJ;0,00;0,07
douar;NOM;0,00;0,61
double-décimètre;NOM;0,00;0,07
doubleau;NOM;0,00;0,20
doublet;NOM;0,00;0,20
douce-amère;NOM;0,00;0,14
doucereusement;ADV;0,00;0,20
doucettement;ADV;0,00;0,41
doucheur;NOM;0,00;0,07
doucin;NOM;0,00;0,14
douelle;NOM;0,00;0,61
douillon;NOM;0,00;0,54
doura;NOM;0,00;0,07
douro;NOM;0,00;0,54
doutance;NOM;0,00;0,27
douteur;ADJ;0,00;0,14
douteusement;ADV;0,00;0,07
douçâtre;ADJ;0,00;0,07
down;ADJ;0,00;0,54
downing street;NOM;0,00;0,34
doyenné;NOM;0,00;0,07
drageoir;NOM;0,00;0,47
dragonnade;NOM;0,00;0,14
draille;NOM;0,00;0,41
draisienne;NOM;0,00;0,07
drapelet;NOM;0,00;0,07
drapier;ADJ;0,00;0,47
drapier;NOM;0,00;0,41
drave;NOM;0,00;0,07
draveur;NOM;0,00;0,07
drepou;NOM;0,00;0,07
dressant;ADJ;0,00;0,07
dressement;NOM;0,00;0,07
dreyfusisme;NOM;0,00;0,07
dribbleur;NOM;0,00;0,14
drogman;NOM;0,00;0,27
droguet;NOM;0,00;1,08
droico;NOM;0,00;0,27
droit-fil;NOM;0,00;0,07
droper;VER;0,00;0,20
dropper;VER;0,00;0,27
dross;NOM;0,00;0,07
drossart;NOM;0,00;0,07
druidisme;NOM;0,00;0,54
drôlet;NOM;0,00;0,07
dubitation;NOM;0,00;0,14
dubitativement;ADV;0,00;0,14
duc-d'albe;NOM;0,00;0,07
ducaton;NOM;0,00;0,14
duffle-coat;NOM;0,00;0,34
duit;NOM;0,00;0,07
dulcifier;VER;0,00;0,14
dumping;NOM;0,00;0,07
dundee;NOM;0,00;0,07
dunkerque;NOM;0,00;0,14
duodi;NOM;0,00;0,07
duodécimal;ADJ;0,00;0,07
durablement;ADV;0,00;0,74
duralumin;NOM;0,00;0,27
duveter;VER;0,00;0,34
duveté;ADJ;0,00;0,47
dysentérique;ADJ;0,00;0,27
dyslexique;NOM;0,00;0,07
dyspnéique;ADJ;0,00;0,14
dytique;NOM;0,00;0,07
dème;NOM;0,00;0,14
déambulatoire;ADJ;0,00;0,14
déambulatoire;NOM;0,00;0,07
débagoulage;NOM;0,00;0,07
déballonnage;NOM;0,00;0,07
débaptiser;VER;0,00;0,27
débarbot;NOM;0,00;0,20
débardage;NOM;0,00;0,20
débarder;VER;0,00;0,41
débarouler;VER;0,00;0,14
débatteur;NOM;0,00;0,07
débecqueter;VER;0,00;0,07
débectage;NOM;0,00;0,07
débectance;NOM;0,00;0,20
débiffer;VER;0,00;0,07
débilitation;NOM;0,00;0,14
débiliter;VER;0,00;0,54
débiller;VER;0,00;0,07
débineur;NOM;0,00;0,14
débitage;NOM;0,00;0,07
débitant;NOM;0,00;0,27
déblai;NOM;0,00;0,74
déblatération;NOM;0,00;0,07
déblayeur;NOM;0,00;0,07
débobinage;NOM;0,00;0,07
débobiner;VER;0,00;0,07
débonder;VER;0,00;0,61
débord;NOM;0,00;0,14
débotteler;VER;0,00;0,07
déboulé;NOM;0,00;0,41
débouquer;VER;0,00;0,14
débourrage;NOM;0,00;0,07
déboussolant;ADJ;0,00;0,07
débraillé;VER;0,00;0,07
débrouillage;NOM;0,00;0,14
débrouillardise;NOM;0,00;0,34
débucher;NOM;0,00;0,07
débâillonner;VER;0,00;0,07
débâter;VER;0,00;0,14
décadentisme;NOM;0,00;0,07
décadi;NOM;0,00;0,34
décaisser;VER;0,00;0,14
décalaminer;VER;0,00;0,07
décalcifier;VER;0,00;0,20
décalotter;VER;0,00;0,34
décalque;NOM;0,00;0,47
décambuter;VER;0,00;0,20
décamètre;NOM;0,00;0,20
décapeur;NOM;0,00;0,07
décapode;NOM;0,00;0,07
décapotage;NOM;0,00;0,07
décapuchonner;VER;0,00;0,41
décarpillage;NOM;0,00;0,20
décarpiller;VER;0,00;0,14
décarrade;NOM;0,00;2,50
décavé;NOM;0,00;0,07
déceindre;VER;0,00;0,07
décembriste;NOM;0,00;0,20
décentralisation;NOM;0,00;0,07
décervelage;NOM;0,00;0,14
décesser;VER;0,00;0,14
déchard;NOM;0,00;0,27
décharnement;NOM;0,00;0,07
déchasser;VER;0,00;0,07
déchaumer;VER;0,00;0,14
décher;VER;0,00;0,34
déchiquetage;NOM;0,00;0,27
déchirage;NOM;0,00;0,14
déchristianiser;VER;0,00;0,07
décime;NOM;0,00;0,07
déciviliser;VER;0,00;0,07
déclamateur;NOM;0,00;0,14
déclaratif;ADJ;0,00;0,07
déclassement;NOM;0,00;0,20
déclassé;NOM;0,00;0,95
déclaveter;VER;0,00;0,07
décliqueter;VER;0,00;0,07
déclive;ADJ;0,00;0,34
décloisonner;VER;0,00;0,07
déclos;ADJ;0,00;0,14
décocheur;NOM;0,00;0,07
décoconner;VER;0,00;0,14
décoffrer;VER;0,00;0,07
décolonisation;NOM;0,00;0,41
décoloniser;VER;0,00;0,07
décombrer;VER;0,00;0,27
décomposable;ADJ;0,00;0,07
déconcentration;NOM;0,00;0,07
déconnage;NOM;0,00;0,61
déconomètre;NOM;0,00;0,07
déconophone;NOM;0,00;0,20
déconsigner;VER;0,00;0,20
décorticage;NOM;0,00;0,14
décortiqué;ADJ;0,00;0,20
découplé;ADJ;0,00;0,27
découronner;VER;0,00;0,27
décours;NOM;0,00;0,14
décramponner;VER;0,00;0,07
décrapouiller;VER;0,00;0,07
décrochant;ADJ;0,00;0,07
décrochement;NOM;0,00;0,47
décrochez-moi-ça;NOM;0,00;0,07
décrottage;NOM;0,00;0,07
décrottoir;NOM;0,00;0,14
décroît;NOM;0,00;0,07
décrêpage;NOM;0,00;0,07
décuiter;VER;0,00;0,07
dédaignable;ADJ;0,00;0,07
dédaigneuse;NOM;0,00;0,07
dédicatoire;ADJ;0,00;0,41
dédorer;VER;0,00;0,47
déducteur;NOM;0,00;0,14
défarguer;VER;0,00;0,61
défavorablement;ADV;0,00;0,20
défectible;ADJ;0,00;0,07
défectionnaire;ADJ;0,00;0,07
défectueusement;ADV;0,00;0,07
déferré;ADJ;0,00;0,07
défeuiller;VER;0,00;0,07
défilant;ADJ;0,00;0,14
définissable;ADJ;0,00;0,20
déflagrant;ADJ;0,00;0,07
défleurir;VER;0,00;0,47
défloraison;NOM;0,00;0,20
défoncement;NOM;0,00;0,34
défourner;VER;0,00;0,14
défrichage;NOM;0,00;0,14
défrichement;NOM;0,00;0,47
défricheur;NOM;0,00;0,14
défringuer;VER;0,00;0,20
défriper;VER;0,00;0,34
défunter;VER;0,00;0,14
défécatoire;ADJ;0,00;0,41
dégauchir;VER;0,00;2,57
dégauchisseuse;NOM;0,00;0,07
dégermer;VER;0,00;0,07
dégorgement;NOM;0,00;0,14
dégoulinade;NOM;0,00;0,41
dégoulinure;NOM;0,00;0,07
dégouttant;NOM;0,00;0,07
dégoûtation;NOM;0,00;0,47
dégriffeur;NOM;0,00;0,27
dégripper;VER;0,00;0,07
dégrèner;VER;0,00;0,07
dégréner;VER;0,00;0,07
dégueulando;NOM;0,00;0,20
dégueulasserie;NOM;0,00;0,61
dégurgiter;VER;0,00;0,07
déhaler;VER;0,00;0,27
déharnacher;VER;0,00;0,14
déhotter;VER;0,00;0,68
déicide;ADJ;0,00;0,14
déification;NOM;0,00;0,07
déjauger;VER;0,00;0,07
déjeter;VER;0,00;0,41
déjeté;ADJ;0,00;0,47
déjucher;VER;0,00;0,07
dékoulakisation;NOM;0,00;0,07
délaissement;NOM;0,00;0,68
délaiter;VER;0,00;0,27
délarder;VER;0,00;0,07
délibératif;ADJ;0,00;0,14
délimitant;ADJ;0,00;0,07
délimitation;NOM;0,00;0,34
délinéament;NOM;0,00;0,07
délivreur;NOM;0,00;0,07
délourder;VER;0,00;0,20
délustrer;VER;0,00;0,07
délégué-général;ADJ;0,00;0,14
délégué-général;NOM;0,00;0,14
délétère;ADJ;0,00;1,01
démailler;VER;0,00;0,20
démailloter;VER;0,00;0,34
démancher;VER;0,00;0,20
démenotter;VER;0,00;0,07
démerdard;ADJ;0,00;0,07
démeubler;VER;0,00;0,41
démobilisateur;ADJ;0,00;0,14
démographiquement;ADV;0,00;0,07
démoniaquement;ADV;0,00;0,07
démonétiser;VER;0,00;0,14
démoralisateur;ADJ;0,00;0,07
démotique;ADJ;0,00;0,14
démultiplicateur;NOM;0,00;0,07
démultiplication;NOM;0,00;0,07
démurger;VER;0,00;0,41
démuseler;VER;0,00;0,07
démystificateur;ADJ;0,00;0,14
démythifier;VER;0,00;0,14
démêloir;NOM;0,00;0,07
dénantir;VER;0,00;0,07
dénerver;VER;0,00;0,07
déniaisement;NOM;0,00;0,14
dénigreur;NOM;0,00;0,07
déniveler;VER;0,00;0,07
dénivelé;ADJ;0,00;0,14
dénombrable;ADJ;0,00;0,07
dénombrement;NOM;0,00;0,47
dénominer;VER;0,00;0,07
dénoyauter;VER;0,00;0,20
dénégateur;ADJ;0,00;0,07
dépailler;VER;0,00;0,20
dépaqueter;VER;0,00;0,07
déparier;VER;0,00;2,09
déparler;VER;0,00;0,14
dépassionner;VER;0,00;0,07
dépaver;VER;0,00;0,07
dépenaillement;NOM;0,00;0,14
dépendeur;NOM;0,00;0,34
dépersonnalisé;ADJ;0,00;0,07
dépeuplé;ADJ;0,00;0,61
dépiler;VER;0,00;0,07
dépiquage;NOM;0,00;0,20
dépiquer;VER;0,00;0,27
déplanquer;VER;0,00;0,14
déplanter;VER;0,00;0,07
dépliable;ADJ;0,00;0,07
dépliement;NOM;0,00;0,14
déplomber;VER;0,00;0,07
déploration;NOM;0,00;0,20
dépointer;VER;0,00;0,07
dépoitrailler;VER;0,00;0,14
dépopulation;NOM;0,00;0,07
déport;NOM;0,00;0,14
déposant;ADJ;0,00;0,07
dépossession;NOM;0,00;1,22
dépoétiser;VER;0,00;0,07
déprédateur;ADJ;0,00;0,07
déprédateur;NOM;0,00;0,14
dépulper;VER;0,00;0,07
dépuratif;ADJ;0,00;0,07
dépuratif;NOM;0,00;0,07
dépurer;VER;0,00;0,07
députation;NOM;0,00;0,34
député-maire;NOM;0,00;0,34
dépècement;NOM;0,00;0,07
dépérissement;NOM;0,00;0,34
déquiller;VER;0,00;0,27
déracinant;ADJ;0,00;0,14
déraisonnablement;ADV;0,00;0,14
déresponsabilisation;NOM;0,00;0,07
dérobeur;ADJ;0,00;0,07
dérouillement;NOM;0,00;0,07
déréaliser;VER;0,00;0,07
désabonnement;NOM;0,00;0,14
désabonner;VER;0,00;0,07
désabusement;NOM;0,00;0,41
désadapter;VER;0,00;0,07
désaffectation;NOM;0,00;0,07
désaimer;VER;0,00;0,14
désajuster;VER;0,00;0,07
désaliénation;NOM;0,00;0,07
désamour;NOM;0,00;0,34
désangler;VER;0,00;0,07
désapeurer;VER;0,00;0,07
désappointement;NOM;0,00;0,81
désargenté;ADJ;0,00;0,27
désarticulation;NOM;0,00;0,14
désassorti;ADJ;0,00;0,07
désassortir;VER;0,00;0,07
désaveux;NOM;0,00;0,07
désaxement;NOM;0,00;0,07
désembuer;VER;0,00;0,07
désempenner;VER;0,00;0,07
désempierrer;VER;0,00;0,07
désenchaînement;NOM;0,00;0,07
désenchaîner;VER;0,00;0,07
désenchevêtrer;VER;0,00;0,07
désenclavement;NOM;0,00;0,07
désencombrer;VER;0,00;0,07
désengluer;VER;0,00;0,07
désengourdir;VER;0,00;0,14
désensabler;VER;0,00;0,07
désensorceler;VER;0,00;0,14
désentortiller;VER;0,00;0,07
désentraver;VER;0,00;0,14
désenvoûteur;NOM;0,00;0,07
désertifier;VER;0,00;0,07
déshabillage-éclair;NOM;0,00;0,07
déshabiter;VER;0,00;0,14
déshabituer;VER;0,00;0,27
déshabité;ADJ;0,00;0,20
désharmonie;NOM;0,00;0,07
désheurer;VER;0,00;0,07
déshérence;NOM;0,00;0,20
désinence;NOM;0,00;0,20
désirabilité;NOM;0,00;0,07
désliper;VER;0,00;0,07
désobligeance;NOM;0,00;0,14
désoccuper;VER;0,00;0,07
désoccupé;ADJ;0,00;0,20
désodé;ADJ;0,00;0,07
désoeuvre;NOM;0,00;0,07
désordonnément;ADV;0,00;0,07
désorganisateur;NOM;0,00;0,07
déspiritualisation;NOM;0,00;0,07
déspiritualiser;VER;0,00;0,07
déstalinisation;NOM;0,00;0,07
désubjectiviser;VER;0,00;0,07
déséchouer;VER;0,00;0,07
déséquiper;VER;0,00;0,47
détaillant;ADJ;0,00;0,20
détartrant;ADJ;0,00;0,14
déterminément;ADV;0,00;0,34
détersif;ADJ;0,00;0,14
détestablement;ADV;0,00;0,07
détestation;NOM;0,00;0,61
détimbré;ADJ;0,00;0,27
détisser;VER;0,00;0,07
détortiller;VER;0,00;0,14
détourneur;NOM;0,00;0,07
détribaliser;VER;0,00;0,07
détricoter;VER;0,00;0,14
détritique;ADJ;0,00;0,07
détroncher;VER;0,00;0,81
dévalement;NOM;0,00;0,34
déveinard;NOM;0,00;0,07
dévernir;VER;0,00;0,27
déviationnisme;NOM;0,00;0,14
déviationniste;ADJ;0,00;0,07
dévideur;NOM;0,00;0,07
dévirilisation;NOM;0,00;0,20
déviriliser;VER;0,00;0,14
dévissage;NOM;0,00;0,07
dévoiement;NOM;0,00;0,14
dévoilant;ADJ;0,00;0,20
dévolution;NOM;0,00;0,07
dévorateur;ADJ;0,00;0,34
dévoration;NOM;0,00;0,07
dévotement;ADV;0,00;0,47
dévotieusement;ADV;0,00;0,14
east river;NOM;0,00;0,07
eaux-fortes;NOM;0,00;0,14
ecclésial;ADJ;0,00;0,20
ecthyma;NOM;0,00;0,07
edelweiss;NOM;0,00;0,54
edwardien;ADJ;0,00;0,07
effarement;NOM;0,00;1,82
effarouchement;NOM;0,00;0,20
effarvatte;NOM;0,00;0,14
effectivité;NOM;0,00;0,07
effilement;NOM;0,00;0,07
effilochage;NOM;0,00;0,07
effilochure;NOM;0,00;0,47
effilure;NOM;0,00;0,14
effleurage;NOM;0,00;0,07
effrayamment;ADV;0,00;0,20
effusionniste;ADJ;0,00;0,14
efrit;NOM;0,00;0,07
eider;NOM;0,00;0,34
ektachrome;NOM;0,00;0,14
ellipsoïde;ADJ;0,00;0,07
elzévir;NOM;0,00;0,07
embabouiner;VER;0,00;0,07
embaluchonner;VER;0,00;0,07
embarbouiller;VER;0,00;0,14
embarrer;VER;0,00;0,07
embase;NOM;0,00;0,14
embattre;VER;0,00;0,07
embauchage;NOM;0,00;0,07
embaumant;ADJ;0,00;0,54
emberlucoquer;VER;0,00;0,07
embijouté;ADJ;0,00;0,07
emblavage;NOM;0,00;0,07
emblaver;VER;0,00;0,20
emblavure;NOM;0,00;0,27
embobeliner;VER;0,00;0,14
embosser;VER;0,00;0,34
emboucaner;VER;0,00;0,07
embouche;NOM;0,00;0,14
embouquer;VER;0,00;0,20
emboutisseur;NOM;0,00;0,14
emboîtable;ADJ;0,00;0,07
emboîtage;NOM;0,00;0,20
emboîtement;NOM;0,00;0,07
emboîture;NOM;0,00;0,07
embrancher;VER;0,00;0,07
embrigadé;ADJ;0,00;0,07
embroussailler;VER;0,00;0,34
embroussaillé;ADJ;0,00;0,61
embruiné;ADJ;0,00;0,07
embu;NOM;0,00;0,14
embéguiner;VER;0,00;0,07
emmaillotement;NOM;0,00;0,07
emmailloté;ADJ;0,00;0,27
emmanchage;NOM;0,00;0,07
emmanchure;NOM;0,00;0,74
emmenotter;VER;0,00;0,14
emmerdatoire;ADJ;0,00;0,07
emmoufler;VER;0,00;0,07
emmouscaillement;NOM;0,00;0,07
emmêlement;NOM;0,00;0,47
empalmer;VER;0,00;0,20
empanner;VER;0,00;0,07
emparadiser;VER;0,00;0,07
empaumer;VER;0,00;0,20
empeigner;VER;0,00;0,07
empenner;VER;0,00;0,34
emperler;VER;0,00;0,41
emperlousé;ADJ;0,00;0,14
emperlé;ADJ;0,00;0,27
emperruqué;ADJ;0,00;0,07
empesé;ADJ;0,00;1,96
emphatiser;VER;0,00;0,07
emphysémateux;ADJ;0,00;0,07
empierrage;NOM;0,00;0,07
empierrement;NOM;0,00;0,34
empierrer;VER;0,00;0,41
empierré;ADJ;0,00;0,74
